Section,1995,2022
Elektronik und Maschinen,20.641925534980842,46.2
Textilien,22.93746701515979,8.1
Metalle,7.390545764880839,7.9
Anderes,8.505411952276157,6.7
Chemische Produkte,4.863822987182041,6.6
"Autos, Schiffe und Züge",1.807879829816904,5.1
Kunststoffe und Gummi,3.0513257528489244,5.1
Optische/medizinische Instrumente,3.2915529611371697,2.5
Schuhe,6.871607746378555,2.2
Mineralölprodukte,3.7837942766493806,1.9
