X,
06.08.2010,7348.75
09.08.2010,7402.5
10.08.2010,7276.5
11.08.2010,7175.25
12.08.2010,7231.25
13.08.2010,7132.75
16.08.2010,7224.5
17.08.2010,7368.5
18.08.2010,7377.5
19.08.2010,7294
20.08.2010,7245
23.08.2010,7244.5
24.08.2010,7125
25.08.2010,7089.5
26.08.2010,7298
27.08.2010,7453.25
31.08.2010,7432.25
01.09.2010,7598.25
02.09.2010,7625.75
03.09.2010,7635.5
06.09.2010,7695.5
07.09.2010,7615
08.09.2010,7659.75
09.09.2010,7540.25
10.09.2010,7471.25
13.09.2010,7617.75
14.09.2010,7649
15.09.2010,7612.5
16.09.2010,7697.25
17.09.2010,7718.75
20.09.2010,7711.5
21.09.2010,7676
22.09.2010,7844
23.09.2010,7887.5
24.09.2010,7949.5
27.09.2010,7911
28.09.2010,7951
29.09.2010,8063.5
30.09.2010,8010
01.10.2010,8093
04.10.2010,8053.5
05.10.2010,8164.25
06.10.2010,8246.25
07.10.2010,8089.5
08.10.2010,8306
11.10.2010,8285
12.10.2010,8342.25
13.10.2010,8354.25
14.10.2010,8388
15.10.2010,8381.5
18.10.2010,8426
19.10.2010,8251
20.10.2010,8330
21.10.2010,8298.5
22.10.2010,8326
25.10.2010,8514.5
26.10.2010,8508.75
27.10.2010,8296
28.10.2010,8334
29.10.2010,8191.25
01.11.2010,8291
02.11.2010,8427
03.11.2010,8312
04.11.2010,8596
05.11.2010,8653
08.11.2010,8663
09.11.2010,8862.5
10.11.2010,8766.5
11.11.2010,8835.75
12.11.2010,8628
15.11.2010,8670
16.11.2010,8166.5
17.11.2010,8221
18.11.2010,8449
19.11.2010,8431
22.11.2010,8317.5
23.11.2010,8170
24.11.2010,8286
25.11.2010,8388
26.11.2010,8287
29.11.2010,8266
30.11.2010,8416
01.12.2010,8647
02.12.2010,8774
03.12.2010,8768
06.12.2010,8816.5
07.12.2010,8911
08.12.2010,9048
09.12.2010,8987.5
10.12.2010,9033
13.12.2010,9295
14.12.2010,9196.5
15.12.2010,9126
16.12.2010,9021.5
17.12.2010,9104
20.12.2010,9235
21.12.2010,9401
22.12.2010,9393
23.12.2010,9341
24.12.2010,9388
29.12.2010,9442
30.12.2010,9535.5
31.12.2010,9644
04.01.2011,9619.25
05.01.2011,9586
06.01.2011,9492.5
07.01.2011,9436
10.01.2011,9333
11.01.2011,9524.5
12.01.2011,9697.75
13.01.2011,9622.5
14.01.2011,9662
17.01.2011,9648
18.01.2011,9727.5
19.01.2011,9596
20.01.2011,9372
21.01.2011,9462.5
24.01.2011,9548.5
25.01.2011,9265
26.01.2011,9343
27.01.2011,9455.5
28.01.2011,9548.5
31.01.2011,9770.5
01.02.2011,9973
02.02.2011,9966.5
03.02.2011,9947.5
04.02.2011,10067
07.02.2011,10056
08.02.2011,10073
09.02.2011,9934.5
10.02.2011,9950
11.02.2011,9975.5
14.02.2011,10179.5
15.02.2011,10017.75
16.02.2011,9841
17.02.2011,9806.5
18.02.2011,9860
21.02.2011,9808
22.02.2011,9574
23.02.2011,9417.75
24.02.2011,9497
25.02.2011,9761
28.02.2011,9882.5
01.03.2011,9851
02.03.2011,9879
03.03.2011,9902.5
04.03.2011,9882.5
07.03.2011,9484
08.03.2011,9511
09.03.2011,9254
10.03.2011,9171
11.03.2011,9171
14.03.2011,9172.75
15.03.2011,9114.5
16.03.2011,9261
17.03.2011,9567.5
18.03.2011,9513.5
21.03.2011,9393
22.03.2011,9486
23.03.2011,9722.5
24.03.2011,9709
25.03.2011,9677
28.03.2011,9525.5
29.03.2011,9576
30.03.2011,9371
31.03.2011,9420
01.04.2011,9349.25
04.04.2011,9317
05.04.2011,9375
06.04.2011,9591
07.04.2011,9654.5
08.04.2011,9859.25
11.04.2011,9839.5
12.04.2011,9606.5
13.04.2011,9490.75
14.04.2011,9390.25
15.04.2011,9384.75
18.04.2011,9203.5
19.04.2011,9327
20.04.2011,9565
21.04.2011,9691
26.04.2011,9530.5
27.04.2011,9305
28.04.2011,9303
03.05.2011,9328.75
04.05.2011,9101.5
05.05.2011,8798.25
06.05.2011,8811.25
09.05.2011,8869.5
10.05.2011,8891.25
11.05.2011,8682.25
12.05.2011,8713.25
13.05.2011,8770.25
16.05.2011,8816
17.05.2011,8786.5
18.05.2011,9052.5
19.05.2011,8936
20.05.2011,9058
23.05.2011,8784
24.05.2011,8856
25.05.2011,9064.5
26.05.2011,9015
27.05.2011,9192.75
31.05.2011,9206.25
01.06.2011,9094
02.06.2011,8910
03.06.2011,9090.25
06.06.2011,9125
07.06.2011,9128.75
08.06.2011,9017.25
09.06.2011,9041
10.06.2011,8924
13.06.2011,8896.25
14.06.2011,9167.75
15.06.2011,9152.25
16.06.2011,9064.25
17.06.2011,9094.5
20.06.2011,9005
21.06.2011,9080.75
22.06.2011,9017.25
23.06.2011,8962
24.06.2011,9043.5
27.06.2011,8966.5
28.06.2011,9068
29.06.2011,9320
30.06.2011,9422
01.07.2011,9437
04.07.2011,9446
05.07.2011,9529.25
06.07.2011,9509
07.07.2011,9728
08.07.2011,9647.5
11.07.2011,9552
12.07.2011,9631.75
13.07.2011,9630.75
14.07.2011,9610.25
15.07.2011,9651.5
18.07.2011,9672.75
19.07.2011,9827.25
20.07.2011,9742.25
21.07.2011,9667
22.07.2011,9661.75
25.07.2011,9640.25
26.07.2011,9805.5
27.07.2011,9763.25
28.07.2011,9799
29.07.2011,9815.5
01.08.2011,9633.5
02.08.2011,9662
03.08.2011,9514.75
04.08.2011,9334
05.08.2011,9021
08.08.2011,8763.75
09.08.2011,8712.75
10.08.2011,8574.75
11.08.2011,8860
12.08.2011,8845.5
15.08.2011,8888.25
16.08.2011,8819.75
17.08.2011,8954.5
18.08.2011,8759.75
19.08.2011,8813.75
22.08.2011,8708.5
23.08.2011,8838.75
24.08.2011,8866
25.08.2011,9022
26.08.2011,9066.75
30.08.2011,9150.5
31.08.2011,9263.75
01.09.2011,9132.25
02.09.2011,9062.25
05.09.2011,8945
06.09.2011,8918
07.09.2011,9078
08.09.2011,9100
09.09.2011,8803.25
12.09.2011,8735.25
13.09.2011,8748.75
14.09.2011,8606.75
15.09.2011,8687.5
16.09.2011,8671.75
19.09.2011,8339
20.09.2011,8291
21.09.2011,8287
22.09.2011,7663.25
23.09.2011,7354.5
26.09.2011,7261.75
27.09.2011,7588.75
28.09.2011,7240
29.09.2011,7217.25
30.09.2011,7004.5
03.10.2011,6974.75
04.10.2011,6784.75
05.10.2011,6805.75
06.10.2011,7211.75
07.10.2011,7353.25
10.10.2011,7479
11.10.2011,7274
12.10.2011,7510
13.10.2011,7294.25
14.10.2011,7533
17.10.2011,7481
18.10.2011,7443
19.10.2011,7204.5
20.10.2011,6729
21.10.2011,7143.5
24.10.2011,7636.5
25.10.2011,7530
26.10.2011,7682
27.10.2011,8149
28.10.2011,8174.5
31.10.2011,7986
01.11.2011,7719.5
02.11.2011,7874.5
03.11.2011,7905.75
04.11.2011,7856.25
07.11.2011,7810
08.11.2011,7786
09.11.2011,7609
10.11.2011,7458.25
11.11.2011,7621
14.11.2011,7739
15.11.2011,7677
16.11.2011,7723.25
17.11.2011,7530.75
18.11.2011,7513.75
21.11.2011,7297
22.11.2011,7316
23.11.2011,7226
24.11.2011,7251.5
25.11.2011,7217.25
28.11.2011,7482
29.11.2011,7475.25
30.11.2011,7869.75
01.12.2011,7772
02.12.2011,7871.25
05.12.2011,7922
06.12.2011,7816.25
07.12.2011,7799.5
08.12.2011,7690.25
09.12.2011,7796.25
12.12.2011,7585.25
13.12.2011,7579.75
14.12.2011,7189.5
15.12.2011,7193
16.12.2011,7329.25
19.12.2011,7243.25
20.12.2011,7405
21.12.2011,7451.5
22.12.2011,7541.5
23.12.2011,7643.5
28.12.2011,7460
29.12.2011,7418.75
30.12.2011,7595
03.01.2012,7782.25
04.01.2012,7531.25
05.01.2012,7529
06.01.2012,7568.75
09.01.2012,7487
10.01.2012,7733.25
11.01.2012,7768.5
12.01.2012,7995.75
13.01.2012,7991.25
16.01.2012,8077
17.01.2012,8195
18.01.2012,8234.75
19.01.2012,8363.25
20.01.2012,8216
23.01.2012,8362
24.01.2012,8352.5
25.01.2012,8380
26.01.2012,8585.5
27.01.2012,8519.25
30.01.2012,8420.75
31.01.2012,8307
01.02.2012,8425.75
02.02.2012,8327.75
03.02.2012,8544
06.02.2012,8478.25
07.02.2012,8459.75
08.02.2012,8557.5
09.02.2012,8738.75
10.02.2012,8461.25
13.02.2012,8404.25
14.02.2012,8405.5
15.02.2012,8361.5
16.02.2012,8294
17.02.2012,8174
20.02.2012,8234.5
21.02.2012,8447.75
22.02.2012,8436.25
23.02.2012,8395.75
24.02.2012,8549
27.02.2012,8552.5
28.02.2012,8605.5
29.02.2012,8497
01.03.2012,8628
02.03.2012,8580.25
05.03.2012,8503.5
06.03.2012,8288.75
07.03.2012,8295.75
08.03.2012,8333
09.03.2012,8503.5
12.03.2012,8450
13.03.2012,8563
14.03.2012,8474.5
15.03.2012,8583
16.03.2012,8531
19.03.2012,8601.5
20.03.2012,8445.5
21.03.2012,8474.5
22.03.2012,8312.5
23.03.2012,8399.5
26.03.2012,8561.5
27.03.2012,8553.5
28.03.2012,8364
29.03.2012,8376.5
30.03.2012,8469
02.04.2012,8669
03.04.2012,8636
04.04.2012,8357.5
05.04.2012,8381
10.04.2012,8055.5
11.04.2012,8075
12.04.2012,8263.25
13.04.2012,8044.75
16.04.2012,8049.5
17.04.2012,8084
18.04.2012,8078
19.04.2012,8072
20.04.2012,8222
23.04.2012,8092
24.04.2012,8213
25.04.2012,8264
26.04.2012,8388
27.04.2012,8494
30.04.2012,8459.5
01.05.2012,8472
02.05.2012,8329
03.05.2012,8259.5
04.05.2012,8218.5
08.05.2012,8158.5
09.05.2012,8136
10.05.2012,8191
11.05.2012,8098
14.05.2012,7900
15.05.2012,7795
16.05.2012,7690
17.05.2012,7690.5
18.05.2012,7696
21.05.2012,7780
22.05.2012,7786
23.05.2012,7578
24.05.2012,7656.5
25.05.2012,7673
28.05.2012,7715.5
29.05.2012,7686
30.05.2012,7491
31.05.2012,7440
01.06.2012,7378.5
06.06.2012,7413
07.06.2012,7492.5
08.06.2012,7287
11.06.2012,7412.5
12.06.2012,7385
13.06.2012,7378.75
14.06.2012,7406.5
15.06.2012,7499.25
18.06.2012,7498.25
19.06.2012,7609.75
20.06.2012,7547
21.06.2012,7352
22.06.2012,7326
25.06.2012,7353.5
26.06.2012,7381
27.06.2012,7425.25
28.06.2012,7397
29.06.2012,7696.5
02.07.2012,7638.75
03.07.2012,7825
04.07.2012,7728.5
05.07.2012,7702.5
06.07.2012,7536
09.07.2012,7560.5
10.07.2012,7492.75
11.07.2012,7549.5
12.07.2012,7574.5
13.07.2012,7709.5
16.07.2012,7695
17.07.2012,7597
18.07.2012,7641.5
19.07.2012,7737
20.07.2012,7547
23.07.2012,7402.75
24.07.2012,7418.75
25.07.2012,7447.25
26.07.2012,7470
27.07.2012,7562
30.07.2012,7538.5
31.07.2012,7555.5
01.08.2012,7421.75
02.08.2012,7325.25
03.08.2012,7443.5
06.08.2012,7495.25
07.08.2012,7583.5
08.08.2012,7553.5
09.08.2012,7531
10.08.2012,7484.25
13.08.2012,7382.25
14.08.2012,7413.25
15.08.2012,7383.5
16.08.2012,7450.75
17.08.2012,7540.5
20.08.2012,7455.5
21.08.2012,7612.5
22.08.2012,7607.5
23.08.2012,7684.5
24.08.2012,7637
28.08.2012,7603
29.08.2012,7570.5
30.08.2012,7563.75
31.08.2012,7613.5
03.09.2012,7680.75
04.09.2012,7635.75
05.09.2012,7734
06.09.2012,7695.75
07.09.2012,7961.75
10.09.2012,8057.5
11.09.2012,8078.25
12.09.2012,8082
13.09.2012,8060
14.09.2012,8363
17.09.2012,8282.75
18.09.2012,8311.25
19.09.2012,8344
20.09.2012,8268.5
21.09.2012,8282
24.09.2012,8181.5
25.09.2012,8276
26.09.2012,8125
27.09.2012,8181.5
28.09.2012,8213
01.10.2012,8302.75
02.10.2012,8328.75
03.10.2012,8289
04.10.2012,8298
05.10.2012,8297
08.10.2012,8183
09.10.2012,8141.5
10.10.2012,8166.5
11.10.2012,8242.5
12.10.2012,8132
15.10.2012,8095.5
16.10.2012,8125
17.10.2012,8223.5
18.10.2012,8223.5
19.10.2012,8015
22.10.2012,7953
23.10.2012,7834
24.10.2012,7820.5
25.10.2012,7819
26.10.2012,7824.5
29.10.2012,7703.25
30.10.2012,7724.75
31.10.2012,7761.75
01.11.2012,7828
02.11.2012,7665.25
05.11.2012,7646
06.11.2012,7695.25
07.11.2012,7600.25
08.11.2012,7628.25
09.11.2012,7568
12.11.2012,7635.75
13.11.2012,7676.5
14.11.2012,7633.75
15.11.2012,7631.5
16.11.2012,7596.25
19.11.2012,7793
20.11.2012,7778
21.11.2012,7685.25
22.11.2012,7708.25
23.11.2012,7770.5
26.11.2012,7772
27.11.2012,7797.25
28.11.2012,7754.5
29.11.2012,7890.25
30.11.2012,7983.25
03.12.2012,7991.75
04.12.2012,8016
05.12.2012,8058
06.12.2012,7981.75
07.12.2012,8014.75
10.12.2012,8111.5
11.12.2012,8076.5
12.12.2012,8106.75
13.12.2012,8052.25
14.12.2012,8043.25
17.12.2012,8038.75
18.12.2012,8007.25
19.12.2012,7909
20.12.2012,7753.5
21.12.2012,7817
24.12.2012,7796.75
27.12.2012,7900.5
28.12.2012,7871.5
31.12.2012,7912.5
02.01.2013,8188.75
03.01.2013,8140.75
04.01.2013,8059.25
07.01.2013,8041.25
08.01.2013,8048.75
09.01.2013,8048.75
10.01.2013,8085
11.01.2013,8017.25
14.01.2013,7968
15.01.2013,7977.25
16.01.2013,7929.5
17.01.2013,8037.75
18.01.2013,8047.25
21.01.2013,8038.5
22.01.2013,8114.5
23.01.2013,8084.5
24.01.2013,8074.75
25.01.2013,8007.75
28.01.2013,8025.75
29.01.2013,8078.25
30.01.2013,8200.75
31.01.2013,8137.5
01.02.2013,8263.5
04.02.2013,8276.25
05.02.2013,8240.25
06.02.2013,8215.25
07.02.2013,8170.25
08.02.2013,8264.75
11.02.2013,8169.5
12.02.2013,8203.5
13.02.2013,8193.75
14.02.2013,8206
15.02.2013,8172.75
18.02.2013,8085.25
19.02.2013,8030.5
20.02.2013,7939.75
21.02.2013,7844.5
22.02.2013,7784.5
25.02.2013,7821.5
26.02.2013,7842
27.02.2013,7850.5
28.02.2013,7792.25
01.03.2013,7680.5
04.03.2013,7702.5
05.03.2013,7748
06.03.2013,7664.25
07.03.2013,7739
08.03.2013,7715
11.03.2013,7729.25
12.03.2013,7801
13.03.2013,7760.5
14.03.2013,7775.75
15.03.2013,7725
18.03.2013,7542
19.03.2013,7508.75
20.03.2013,7600
21.03.2013,7562.25
22.03.2013,7635.5
25.03.2013,7599.25
26.03.2013,7604.5
27.03.2013,7585
28.03.2013,7518.25
02.04.2013,7443.75
03.04.2013,7365.5
04.04.2013,7417.5
05.04.2013,7382
08.04.2013,7424.5
09.04.2013,7605
10.04.2013,7548
11.04.2013,7580.25
12.04.2013,7375.5
15.04.2013,7168.25
16.04.2013,7283.5
17.04.2013,7063.5
18.04.2013,7075
19.04.2013,6974.5
22.04.2013,6919
23.04.2013,6854
24.04.2013,7011.75
25.04.2013,7158
26.04.2013,7005.5
29.04.2013,7127.5
30.04.2013,7027.5
01.05.2013,6767.75
02.05.2013,6820.75
03.05.2013,7246.25
07.05.2013,7241
08.05.2013,7395.75
09.05.2013,7330.5
10.05.2013,7355
13.05.2013,7388.5
14.05.2013,7231
15.05.2013,7184.5
16.05.2013,7265
17.05.2013,7289.25
20.05.2013,7382
21.05.2013,7353
22.05.2013,7459
23.05.2013,7283
24.05.2013,7281.75
28.05.2013,7303
29.05.2013,7244.25
30.05.2013,7296.75
31.05.2013,7290.25
03.06.2013,7318.25
04.06.2013,7431.5
05.06.2013,7430
06.06.2013,7307
07.06.2013,7203
10.06.2013,7133.5
11.06.2013,7034.75
12.06.2013,7090.25
13.06.2013,7019.5
14.06.2013,7056.75
17.06.2013,7047.75
18.06.2013,6983.75
19.06.2013,6939.75
20.06.2013,6751
21.06.2013,6797.5
24.06.2013,6649.75
25.06.2013,6774.75
26.06.2013,6715.75
27.06.2013,6735.5
28.06.2013,6738.5
01.07.2013,6986.5
02.07.2013,6924
03.07.2013,7002
04.07.2013,6959
05.07.2013,6787.5
08.07.2013,6825
09.07.2013,6729.5
10.07.2013,6821.5
11.07.2013,6993.75
12.07.2013,6940.5
15.07.2013,6892.75
16.07.2013,6995
17.07.2013,6883.25
18.07.2013,6898.5
19.07.2013,6918.5
22.07.2013,7028.5
23.07.2013,7035
24.07.2013,7052
25.07.2013,7008
26.07.2013,6857
29.07.2013,6873.5
30.07.2013,6733
31.07.2013,6881
01.08.2013,6998
02.08.2013,6997
05.08.2013,6965.25
06.08.2013,6994.5
07.08.2013,6991
08.08.2013,7169.5
09.08.2013,7257.25
12.08.2013,7232.25
13.08.2013,7255.75
14.08.2013,7297
15.08.2013,7283.5
16.08.2013,7372.25
19.08.2013,7275
20.08.2013,7305.5
21.08.2013,7225.25
22.08.2013,7305.5
23.08.2013,7345.75
27.08.2013,7299
28.08.2013,7276
29.08.2013,7138.75
30.08.2013,7086
02.09.2013,7223
03.09.2013,7227.25
04.09.2013,7102.5
05.09.2013,7084.5
06.09.2013,7135.5
09.09.2013,7167.75
10.09.2013,7139.75
11.09.2013,7139.5
12.09.2013,7029.5
13.09.2013,7011
16.09.2013,7055.5
17.09.2013,7060
18.09.2013,7169.25
19.09.2013,7320.5
20.09.2013,7263.75
23.09.2013,7222.5
24.09.2013,7123.75
25.09.2013,7176
26.09.2013,7230.25
27.09.2013,7284
30.09.2013,7286.25
01.10.2013,7176
02.10.2013,7256
03.10.2013,7158
04.10.2013,7235
07.10.2013,7219
08.10.2013,7213.75
09.10.2013,7072.75
10.10.2013,7122.5
11.10.2013,7177.25
14.10.2013,7231.75
15.10.2013,7227.75
16.10.2013,7248
17.10.2013,7215.75
18.10.2013,7232
21.10.2013,7232.5
22.10.2013,7322.5
23.10.2013,7159.25
24.10.2013,7163.5
25.10.2013,7181.75
28.10.2013,7185.5
29.10.2013,7202
30.10.2013,7288.5
31.10.2013,7243.5
01.11.2013,7238
04.11.2013,7136.5
05.11.2013,7153
06.11.2013,7106
07.11.2013,7139.5
08.11.2013,7158.25
11.11.2013,7161
12.11.2013,7109
13.11.2013,6971.5
14.11.2013,6982.25
15.11.2013,6998.25
18.11.2013,6960.75
19.11.2013,6967.5
20.11.2013,6997.25
21.11.2013,7028
22.11.2013,7101
25.11.2013,7102
26.11.2013,7066
27.11.2013,7018
28.11.2013,7020
29.11.2013,7059.75
02.12.2013,6975
03.12.2013,6956.75
04.12.2013,7096
05.12.2013,7068.75
06.12.2013,7123.5
09.12.2013,7139.25
10.12.2013,7166
11.12.2013,7227
12.12.2013,7240
13.12.2013,7276.5
16.12.2013,7320
17.12.2013,7287
18.12.2013,7274.5
19.12.2013,7204
20.12.2013,7245.5
23.12.2013,7252
24.12.2013,7294
27.12.2013,7391.75
30.12.2013,7384.5
31.12.2013,7372.75
02.01.2014,7403.5
03.01.2014,7327.5
06.01.2014,7343.5
07.01.2014,7361
08.01.2014,7354.5
09.01.2014,7235.25
10.01.2014,7327.75
13.01.2014,7365
14.01.2014,7291.75
15.01.2014,7369.5
16.01.2014,7324
17.01.2014,7363
20.01.2014,7339
21.01.2014,7371
22.01.2014,7320.5
23.01.2014,7227
24.01.2014,7207
27.01.2014,7185.5
28.01.2014,7178.5
29.01.2014,7159
30.01.2014,7139
31.01.2014,7103
03.02.2014,7081.5
04.02.2014,7087.5
05.02.2014,7088.5
06.02.2014,7181.5
07.02.2014,7194
10.02.2014,7140
11.02.2014,7111.5
12.02.2014,7201
13.02.2014,7143
14.02.2014,7181
17.02.2014,7204.5
18.02.2014,7224
19.02.2014,7216
20.02.2014,7187
21.02.2014,7195
24.02.2014,7114
25.02.2014,7106
26.02.2014,7076.5
27.02.2014,7068
28.02.2014,7059
03.03.2014,7005
04.03.2014,7087.5
05.03.2014,7064.5
06.03.2014,7070
07.03.2014,6808
10.03.2014,6664
11.03.2014,6492.5
12.03.2014,6527.75
13.03.2014,6434
14.03.2014,6488
17.03.2014,6500.5
18.03.2014,6497.5
19.03.2014,6569.5
20.03.2014,6443.5
21.03.2014,6492.5
24.03.2014,6480.5
25.03.2014,6610.5
26.03.2014,6515.75
27.03.2014,6574.5
28.03.2014,6686
31.03.2014,6652
01.04.2014,6667.5
02.04.2014,6679
03.04.2014,6646
04.04.2014,6622
07.04.2014,6672.5
08.04.2014,6672
09.04.2014,6623.5
10.04.2014,6657.75
11.04.2014,6664.25
14.04.2014,6661.75
15.04.2014,6545
16.04.2014,6627.5
17.04.2014,6661.5
22.04.2014,6684
23.04.2014,6686.5
24.04.2014,6774
25.04.2014,6785
28.04.2014,6767.5
29.04.2014,6734
30.04.2014,6662.5
01.05.2014,6672
02.05.2014,6753.5
06.05.2014,6756
07.05.2014,6688.5
08.05.2014,6772
09.05.2014,6797
12.05.2014,6924
13.05.2014,6888
14.05.2014,6975
15.05.2014,6938
16.05.2014,6922
19.05.2014,6983
20.05.2014,6920
21.05.2014,6870
22.05.2014,6924
23.05.2014,6981
27.05.2014,6988.5
28.05.2014,7013
29.05.2014,6946
30.05.2014,6892
02.06.2014,6974.5
03.06.2014,6902.5
04.06.2014,6809
05.06.2014,6789
06.06.2014,6691
09.06.2014,6684.5
10.06.2014,6696
11.06.2014,6725
12.06.2014,6634.5
13.06.2014,6673.5
16.06.2014,6718.5
17.06.2014,6712.5
18.06.2014,6713.5
19.06.2014,6733.5
20.06.2014,6836.5
23.06.2014,6901
24.06.2014,6903.5
25.06.2014,6929
26.06.2014,6973.5
27.06.2014,6966
30.06.2014,7036
01.07.2014,7038.5
02.07.2014,7139.5
03.07.2014,7189
04.07.2014,7164
07.07.2014,7128
08.07.2014,7136
09.07.2014,7141
10.07.2014,7177.5
11.07.2014,7173.5
14.07.2014,7121.5
15.07.2014,7132.5
16.07.2014,7077.25
17.07.2014,7067.5
18.07.2014,6987.5
21.07.2014,7029.25
22.07.2014,7038
23.07.2014,7040.75
24.07.2014,7172.5
25.07.2014,7130
28.07.2014,7125.25
29.07.2014,7090.5
30.07.2014,7141.25
31.07.2014,7123.5
01.08.2014,7078.5
04.08.2014,7130.5
05.08.2014,7059.5
06.08.2014,6977.25
07.08.2014,7009
08.08.2014,7004.75
11.08.2014,7004
12.08.2014,6975.75
13.08.2014,6892.5
14.08.2014,6834
15.08.2014,6887
18.08.2014,6943
19.08.2014,6882.5
20.08.2014,7025.5
21.08.2014,7027
22.08.2014,7086
26.08.2014,7062.5
27.08.2014,7041
28.08.2014,6947
29.08.2014,6996.5
01.09.2014,6961
02.09.2014,6983
03.09.2014,6924
04.09.2014,6949.5
05.09.2014,6993
08.09.2014,7003
09.09.2014,6859.5
10.09.2014,6892.75
11.09.2014,6859
12.09.2014,6864.5
15.09.2014,6867
16.09.2014,6922.25
17.09.2014,6949.5
18.09.2014,6864.75
19.09.2014,6862.25
22.09.2014,6756.5
23.09.2014,6752
24.09.2014,6770.5
25.09.2014,6728
26.09.2014,6755.5
29.09.2014,6777.5
30.09.2014,6710
01.10.2014,6722.75
02.10.2014,6643
03.10.2014,6679
06.10.2014,6746
07.10.2014,6706.75
08.10.2014,6685
09.10.2014,6774.5
10.10.2014,6699.5
13.10.2014,6784
14.10.2014,6827
15.10.2014,6669
16.10.2014,6587
17.10.2014,6675
20.10.2014,6595
21.10.2014,6703.75
22.10.2014,6674
23.10.2014,6738
24.10.2014,6744
27.10.2014,6782
28.10.2014,6855.5
29.10.2014,6876.5
30.10.2014,6797
31.10.2014,6752
03.11.2014,6770
04.11.2014,6703
05.11.2014,6706.5
06.11.2014,6730.5
07.11.2014,6785
10.11.2014,6725
11.11.2014,6755.5
12.11.2014,6747.5
13.11.2014,6724
14.11.2014,6777
17.11.2014,6776
18.11.2014,6679
19.11.2014,6732
20.11.2014,6711.75
21.11.2014,6772
24.11.2014,6720
25.11.2014,6644
26.11.2014,6619
27.11.2014,6609.5
28.11.2014,6409
01.12.2014,6517
02.12.2014,6471
03.12.2014,6433.5
04.12.2014,6530.5
05.12.2014,6508
08.12.2014,6452.25
09.12.2014,6528.5
10.12.2014,6469
11.12.2014,6514.5
12.12.2014,6539.25
15.12.2014,6447.5
16.12.2014,6387.5
17.12.2014,6398
18.12.2014,6346
19.12.2014,6438.5
22.12.2014,6392
23.12.2014,6370
24.12.2014,6344
29.12.2014,6343
30.12.2014,6376
31.12.2014,6349
02.01.2015,6304
05.01.2015,6199.5
06.01.2015,6209
07.01.2015,6172.5
08.01.2015,6160.75
09.01.2015,6147.5
12.01.2015,6085
13.01.2015,5928.5
14.01.2015,5617
15.01.2015,5681
16.01.2015,5768
19.01.2015,5709
20.01.2015,5717
21.01.2015,5796.5
22.01.2015,5687.5
23.01.2015,5541
26.01.2015,5612.5
27.01.2015,5446
28.01.2015,5515.5
29.01.2015,5432
30.01.2015,5542
02.02.2015,5530
03.02.2015,5725
04.02.2015,5738.75
05.02.2015,5748
06.02.2015,5674
09.02.2015,5691
10.02.2015,5608.5
11.02.2015,5613
12.02.2015,5752.5
13.02.2015,5754.25
16.02.2015,5764
17.02.2015,5656.75
18.02.2015,5753.5
19.02.2015,5761.25
20.02.2015,5704
23.02.2015,5682.5
24.02.2015,5798
25.02.2015,5797
26.02.2015,5911.5
27.02.2015,5918
02.03.2015,5922.5
03.03.2015,5839.75
04.03.2015,5861
05.03.2015,5855
06.03.2015,5763
09.03.2015,5893
10.03.2015,5788
11.03.2015,5754
12.03.2015,5866
13.03.2015,5881.5
16.03.2015,5864.25
17.03.2015,5798.5
18.03.2015,5689.5
19.03.2015,5876.25
20.03.2015,6070.5
23.03.2015,6147.5
24.03.2015,6172
25.03.2015,6148.5
26.03.2015,6195.5
27.03.2015,6075.5
30.03.2015,6105
31.03.2015,6064.5
01.04.2015,6067.5
02.04.2015,6002.5
07.04.2015,6084
08.04.2015,6027.5
09.04.2015,6013.5
10.04.2015,6056
13.04.2015,6001.25
14.04.2015,5954.5
15.04.2015,5962.75
16.04.2015,6069.5
17.04.2015,6071
20.04.2015,5987.25
21.04.2015,5942
22.04.2015,5900
23.04.2015,5936
24.04.2015,6025
27.04.2015,6065.5
28.04.2015,6123
29.04.2015,6152.5
30.04.2015,6350.5
01.05.2015,6407.5
05.05.2015,6479.75
06.05.2015,6390.25
07.05.2015,6401.5
08.05.2015,6388.5
11.05.2015,6366.5
12.05.2015,6446
13.05.2015,6410.5
14.05.2015,6406
15.05.2015,6415
18.05.2015,6369
19.05.2015,6217
20.05.2015,6220.5
21.05.2015,6254.5
22.05.2015,6161.5
26.05.2015,6107
27.05.2015,6082.5
28.05.2015,6095.5
29.05.2015,6010.25
01.06.2015,6021.5
02.06.2015,6035.5
03.06.2015,6006.5
04.06.2015,5910.75
05.06.2015,5931
08.06.2015,5941.75
09.06.2015,5960.25
10.06.2015,6026.5
11.06.2015,5865
12.06.2015,5893
15.06.2015,5784
16.06.2015,5737.5
17.06.2015,5738
18.06.2015,5746.75
19.06.2015,5651.5
22.06.2015,5645.75
23.06.2015,5771.25
24.06.2015,5729.75
25.06.2015,5759.5
26.06.2015,5747.5
29.06.2015,5785
30.06.2015,5757.25
01.07.2015,5767.25
02.07.2015,5781
03.07.2015,5747.5
06.07.2015,5579.5
07.07.2015,5332
08.07.2015,5513.5
09.07.2015,5617.5
10.07.2015,5578.25
13.07.2015,5573.5
14.07.2015,5556
15.07.2015,5521.5
16.07.2015,5549.75
17.07.2015,5470
20.07.2015,5468.75
21.07.2015,5442.5
22.07.2015,5350
23.07.2015,5261.5
24.07.2015,5253
27.07.2015,5177
28.07.2015,5289
