X,
Venezuela,276
Nigeria,150
Iran,125.6
Algerien,116.4
Saudiarabien,85.4
Angola,80
Libyen,71.3
Vereinigte Arabische Emirate,65
Irak,64.3
Aserbaidschan,50.6
Kuwait,48.8
Russland,40
