own_country,2018,2024
EU,16.4,14.6
Deutschland,3.2,3.0
Schweiz,0.1,0.2
USA,18.2,13.8
Hongkong,11.9,8.2
Afrika,4.3,5.1
Vietnam,3.4,4.6
Japan,6.2,4.5
Südkorea,4.6,4.3
Indien,3.1,3.3
Russland,1.9,3.0
Malay/Indon/Thail/Vietnam,8.9,12.0
Mexico,1.6,2.5
Ozeanien,2.3,2.5
