Datum,Novartis,Roche,Eli Lilly
12/16/2021,7.44,50.58,214.71
12/17/2021,8.12,50.9,222.51
12/20/2021,6.5,49.24,228.78
12/21/2021,7.52,50.76,226.44
12/22/2021,7.51,50.66,228.79
12/23/2021,8.41,49.92,227.41
12/24/2021,,,226.19
12/27/2021,8.66,51.33,220.89
12/28/2021,9.54,52.77,215.08
12/29/2021,8.83,51.69,207.81
12/30/2021,8.77,50.98,206.25
12/31/2021,,,206.45
01/03/2022,8.83,50.9,207.17
01/04/2022,9.02,47.87,209.78
01/05/2022,9.88,49.2,202.22
01/06/2022,10.55,48.01,194.84
01/07/2022,10.73,50.12,188.29
01/10/2022,11.62,47.83,191.77
01/11/2022,12.04,49.56,189.38
01/12/2022,10.96,45.86,187.12
01/13/2022,11.77,44.23,187.03
01/14/2022,11.53,45.36,183.92
01/17/2022,11.71,46.3,182.78
01/18/2022,11.23,45.32,180.89
01/19/2022,10.36,45.64,179.55
01/20/2022,10.27,45.4,189.44
01/21/2022,8.21,43.63,189.79
01/24/2022,3.98,37.3,193.2
01/25/2022,4.62,37.87,193.61
01/26/2022,5.89,39.03,
01/27/2022,7.94,41.22,
01/28/2022,7.53,41.56,
01/31/2022,8.56,42.13,
02/01/2022,9.88,43.19,
02/02/2022,5.61,42.21,
