X,
USA,120.5
Jemen,52.8
Montenegro,39.1
Serbien,39.1
Kanada,34.7
Uruguay,34.7
Zypern,34.0
Finnland,32.4
Libanon,31.9
Island,31.7
Bosnien-Herzegowina,31.2
Österreich,30.0
Mazedonien,29.8
Norwegen,28.8
Malta,28.3
Schweiz,27.6
Neuseeland,26.3
Kosovo,23.8
Schweden,23.1
Pakistan,22.3
Portugal,21.3
Frankreich,19.6
Deutschland,19.6
Irak,19.6
Luxemburg,18.9
