X,2000,2023
1. Dänemark,15.5,87.6
2. Luxemburg,40,92.1
3. Estland,0.1,44.3
4. Niederlande,7.8,51.1
5. Portugal,29.8,72.8
6. Griechenland,7.8,50.1
7. Irland,5,43.7
8. Grossbritannien,25.2,60.1
9. Tschechien,21.8,54.8
10. Ungarn,41,70.2
11. Finnland,65.5,94.4
12. Spanien,43.8,71.1
(...),0,0
16. Deutschland,36,54.2
23. USA,29.1,40.3
31. Schweiz,97,97.6
