,id,chart_type,title,subtitle,notes,complex,x_axis_type,y_axis_type,x_axis_min,x_axis_max,y_axis_min,y_axis_max,chart_type_id
96,07d00172c0f2b9dd3facaed8859d95aa,Bar,Die Eisenring-Produktion,Anzahl Print-Artikel nach Ressort/Rubrik,,False,categorical,numeric,,,38.0,5064.0,0
97,07d00172c0f2b9dd3facaed885d20cb6,StackedBar,Die Taiwaner machen sich zunehmend Sorgen wegen der Situation an der Taiwanstrasse,"Antworten auf die Frage: «Befürchten Sie einen Krieg in der Taiwanstrasse?», in Prozent der Befragten","Im Jahr 2021 wurden 1200 Taiwanerinnen und Taiwaner befragt, im Jahr 2023 waren es ebenfalls 1200. Zu Repräsentativität und statistischer Fehlermarge machen die Autoren keine Angaben.",True,numeric,numeric,2021,2023,16.6,64.8,2
98,07d00172c0f2b9dd3facaed885d244eb,StackedBar,"Mehr Taiwaner trauen Chinas Partei- und Staatschef zu, dass er Gewalt gegenüber Taiwan anwendet","Vervollständigungen der Aussage: «Dass Xi Jinping gegenüber Taiwan Gewalt anwendet, ist im Vergleich zu vor 5 Jahren …», in Prozent der Befragten","Im Jahr 2021 wurden 1200 Taiwanerinnen und Taiwaner befragt, im Jahr 2023 waren es ebenfalls 1200. Zu Repräsentativität und statistischer Fehlermarge machen die Autoren keine Angaben.",True,numeric,numeric,2021,2023,9.1,57.6,2
99,07d00172c0f2b9dd3facaed885d4d594,Bar,"Mehr Autos und Metalle, weniger Kleider und Möbel","Veränderung des Anteils an Chinas Gesamtexporten von Januar bis April 2024 im Vergleich zu Januar bis April 2018, in Prozentpunkten",,False,categorical,numeric,,,-1.3,2.9,0
100,07d00172c0f2b9dd3facaed885d53907,Bar,"China braucht mehr Nahrungsmittel und Energie, weniger Maschinen, Autos und Chemikalien","Veränderung des Anteils an Chinas Gesamtimporten von Januar bis April 2024 im Vergleich zu Januar bis April 2018, in Prozentpunkten",,False,categorical,numeric,,,-4.2,9.3,0
101,07d00172c0f2b9dd3facaed885d6837e,Arrow,Chinas Ausfuhren finden veränderte Abnehmer,"Die wichtigsten Destinationen für Chinas Exporte von Januar bis April 2024, Anteile am Gesamtexportwert in Prozent (Veränderung gegenüber Januar bis April 2018 in Prozentpunkten) ",,True,categorical,numeric,,,0.1,18.2,4
102,07d00172c0f2b9dd3facaed885dd55e1,Area,Xi's visit to Putin in March 2023 gave a strong boost to trade,"Total monthly value of Chinese exports of major military-use goods to Russia, in billions of dollars","Source: <a href=""http://english.customs.gov.cn/statics/report/monthly.html"">General Administration of Customs China</a>",True,categorical,numeric,,,313152.0,2464556000.0,5
103,07d00172c0f2b9dd3facaed885dd8e11,Arrow,Auch bei den Importen verschieben sich die Gewichte,"Die wichtigsten Herkunftsländer von Chinas Einfuhren von Januar bis April 2024, Anteile am Gesamtexportwert in Prozent (zum Vergleich Januar bis April 2018)",,True,categorical,numeric,,,0.1,10.2,4
104,07d00172c0f2b9dd3facaed885de0c8d,StackedBar,Der ANC erreichte seit den ersten freien Parlamentswahlen in Südafrika stets das absolute Mehr,in Prozent der Stimmen,,False,numeric,numeric,1994,2019,30.31,69.69,2
105,07d00172c0f2b9dd3facaed885e0b980,Bar,Frauen sind gestresster als Männer,"Anteil der Erwerbstätigen, die bei der Arbeit meistens oder immer Stress erleben. Angaben in Prozent",,True,numeric,numeric,2012,2022,17.0,24.9,0
106,0819c8effbf081938ef522a3690037f8,Bar,Ein Drittel ist ausbezahlt,"Zusammensetzung des Wiederaufbaufonds, in Milliarden Euro, Stand Ende März 2024",,True,categorical,numeric,,,52.2,360.1,0
107,0819c8effbf081938ef522a369004eb7,Line,Kein Anstieg bei den Kesb-Massnahmen seit Einführung der Behörde,"Anzahl Personen mit Massnahme pro 10 000 Einwohner in der jeweiligen Altersgruppe, 2014–2023",Zahlen für 2023 ohne minderjährige unbegleitete Asylsuchende. ,True,numeric,numeric,2014,2023,8.4,69.9,1
108,0819c8effbf081938ef522a36909fa85,Line,Copy of AI engineers are earning more and more in the US,"Median annual salary in the USA, figures in dollars (in thousands)",Source: Levels.fyi,True,numeric,numeric,1.2023,12.2023,156.25,270.0,1
109,0819c8effbf081938ef522a3690a0ae8,Line,Kopie von  Copy of AI engineers are earning more and more in the US,"Median annual salary in the USA, figures in dollars (in thousands)",Source: Levels.fyi,True,numeric,numeric,1.2023,12.2023,156.25,270.0,1
110,0819c8effbf081938ef522a3690a5120,Line,Kopie von  Copy of AI engineers are earning more and more in the US,"Median annual salary in the USA, figures in dollars (in thousands)",Source: Levels.fyi,True,numeric,numeric,1.2023,12.2023,156.25,270.0,1
111,0819c8effbf081938ef522a3690b8545,Line,Seit 1980 hat sich das Einkommen verfünffacht,"Bruttoinlandprodukt pro Kopf, in Dollar (inflationsbereinigt, Basisjahr 2010)",,False,numeric,numeric,1980,2022,388.82277907373,2089.7343826079,1
112,0819c8effbf081938ef522a3690c121b,Bar,Erfolgreiche Länder ziehen Migranten an,"Arbeitskräfte aus der EU und der Efta, in Prozent",,False,categorical,numeric,,,0.4,43.6,0
113,0819c8effbf081938ef522a3690dfc58,Line,Der Euro im Aufwärtstrend zum Franken,Euro in Franken,,False,categorical,numeric,01/02/2024,04/19/2024,0.92741,0.98318,1
114,0819c8effbf081938ef522a369189a01,Bar,Switzerland pays the best AI salaries outside the US,"Total remuneration including share options and salary for a software engineer specializing in AI, in dollars, April 2023 to April 2024",Source: Levels.fyi,False,categorical,numeric,,,93056.0,251000.0,0
115,0819c8effbf081938ef522a36918c90b,Bar,Kopie von  Kopie von  Switzerland pays the best AI salaries outside the US,"Total remuneration including share options and salary for a software engineer specializing in AI, in dollars, April 2023 to April 2024",Source: Levels.fyi,False,categorical,numeric,,,93056.0,251000.0,0
116,0819c8effbf081938ef522a3691e688b,Line,Wie die Bildung die Armee überholt hat ,Jährliche Ausgaben des Bundes ,,True,numeric,numeric,1990,2027,2915630647.0,8956911319.0,1
117,0819c8effbf081938ef522a3691f3cf7,Bar,China ist auf Sojabohnen aus dem Ausland angewiesen,"In Millionen Tonnen, pro Geschäftsjahr","Die Zahlen für 2022/2023 sind Schätzungen. Importzahlen sind aus den Exporten der Hauptlieferanten USA und Brasilien berechnet, da sie von den chinesischen Importzahlen abweichen.",True,numeric,numeric,2022,2023,16.4,104.5,0
118,0819c8effbf081938ef522a369204c9b,Bar,Chinesen essen mittlerweile viel Fleisch,"Pro-Kopf-Konsum ausgewählter Nahrungsmittel pro Jahr, in Kilogramm (2022)",,True,categorical,numeric,,,1.2,293.4,0
119,0819c8effbf081938ef522a3692143e5,StackedBar,So viel gibt die Waadt für Prämienverbilligungen aus,"Zahlen für 2023, in Millionen Franken, gerundet",,False,numeric,numeric,,,122.0,371.0,2
120,0819c8effbf081938ef522a36926f6f6,Line,Mitbewerber aus den USA schlagen sich deutlich besser,"Veränderung Aktienkurse, in Prozent",,True,categorical,numeric,04/23/2019,04/23/2024,-19.93,574.34,1
121,0819c8effbf081938ef522a369288796,Bar,Monstergewinne nach mageren Jahren,Reingewinn in Millionen Franken,* Axpo: Geschäftsjahr 2022/23 (per 30. 9.). ** Romande Energie: 139 Millionen Franken durch Alpiq-Beteiligung.,True,categorical,numeric,,,41.0,3389.0,0
122,0819c8effbf081938ef522a369294183,Area,"Die Zahlenreihen der Toten im Gaza-Krieg sind lückenhaft, und die Methodik hat sich über die Monate verändert",Täglich erfasste Tote vom 7. Oktober 2023 bis zum 23. April 2024. In dieser Zeitspanne wurden laut dem Gesundheitsministerium in Gaza 34 183 Palästinenserinnen und Palästinenser getötet,,False,categorical,numeric,,,0.0,828.0,5
123,0819c8effbf081938ef522a3692e20ad,Bar,Die Wasservorräte sind weltweit sehr ungleich verteilt,"Durchschnittliche erneuerbare Wasserressourcen pro Kopf, in Millionen Kubikmeter",,False,categorical,numeric,,,0.5,74.5,0
124,0819c8effbf081938ef522a3692f9a12,Line,Income today is five times its level in 1980," Per capita gross domestic product, in dollars (adjusted for inflation, base year 2010)","Source: <a href=""https://fred.stlouisfed.org/series/NYGDPPCAPKDIND"">Federal Reserve Economic Data database</a>",False,numeric,numeric,1980,2022,388.82277907373,2089.7343826079,1
125,0819c8effbf081938ef522a36930c5cd,Bar,Sexuelle Belästigungen an der Universität Zürich,Gemeldete Fälle 2014 bis 2023,,False,numeric,numeric,2014,2023,5.0,43.0,0
126,0819c8effbf081938ef522a36930dccc,Area,tbd.,Kumulierte Militärhilfe sämtlicher EU-Staaten -und Institutionen und der USA seit Kriegsbeginn 2022,,True,categorical,numeric,,,0.0,142.03,5
127,0819c8effbf081938ef522a36931fe0f,Arrow,"Die EU, China und die USA verbrauchen deutlich mehr Metalle und Mineralien, als sie fördern, Afrika, Australien und Lateinamerika verkaufen sie","Differenz zwischen dem Anteil am weltweiten Verbrauch von Metallen und Mineralien und deren Förderung, in Prozent",,True,categorical,numeric,,,1.8,28.2,4
128,0819c8effbf081938ef522a36937d2db,Bar,Griechen sind die Fleissigsten,Durchschnittliche Jahresarbeitszeit pro Person,,False,categorical,numeric,,,1341.0,1886.0,0
129,0819c8effbf081938ef522a369393b04,Line,Ungebremster Anstieg der Wohnungspreise,"Transaktionspreise Eigentumswohnungen Schweiz, indexiert (1. Quartal 2014 = 100)",,True,categorical,numeric,2014-Q1,2024-Q1,90.1151537,138.772181,1
130,0819c8effbf081938ef522a36939f48c,Bar,Die EU hat gegenüber China ein Handelsbilanzdefizit,"Aussenhandel 2023, in Milliarden Euro",,True,categorical,numeric,,,61.7,515.9,0
131,0819c8effbf081938ef522a3693b1b52,Bar,Die Ukraine erhält nur wenige Waffen aus den westlichen Beständen,Bei Kriegsbeginn 2022 vorhandenes und funktionstüchtiges Kriegsgerät in westlichen Arsenalen,,True,categorical,numeric,,,100.0,10931.0,0
132,0819c8effbf081938ef522a3693bccce,Bar,Frauenbeteiligung an Olympischen Sommerspielen,Anteil Frauen der Gesamtteilnehmer in Prozent,,False,numeric,numeric,1896,2024,0.0,50.0,0
133,0819c8effbf081938ef522a3693cc535,Bar,Kopie von  Die USA dominieren beim Mais,Share of global production 2023/24 as a percentage,Source: US-Landwirtschaftsministerium,False,categorical,numeric,,,1.0,32.0,0
134,0819c8effbf081938ef522a3693d4b5c,Bar,Die Fallzahlen der Staatsanwaltschaft haben zugenommen,Anzahl Fälle im Kanton Zürich,,False,numeric,numeric,2018,2023,27904.0,32270.0,0
135,0819c8effbf081938ef522a36940fb25,Area,Die Solarenergie wird stark ausgebaut,"Stromerzeugung mit CO₂-armen Energieträgern, in Terawattstunden","Die künftige Entwicklung basiert auf einem Szenario, bei dem die Länder ihre jetzige Politik fortsetzen.",True,numeric,numeric,2010,2050,32.0,17220.0,5
136,0819c8effbf081938ef522a36942874a,Line,CO₂-arme Technologien werden zukünftig den meisten Strombedarf decken,"Stromerzeugung mit CO₂-armen und fossilen Energieträgern, in Terawattstunden",Die künftige Entwicklung basiert auf zwei unterschiedlichen Szenarien. Das konservativere schreibt die existierende Politik fort. In diesem Szenario werden die CO₂-armen Technologien weniger stark ausgebaut und die fossilen weniger abgebaut.,True,numeric,mixed,2010,2050,,,1
137,0819c8effbf081938ef522a369439be7,Line,"Metas Höhenflug endet, Alphabet holt wieder auf",Aktienkurs in Dollar,,True,categorical,mixed,['26.04.2024' '439.8'],['29.04.2022' '200.47'],,,1
138,0819c8effbf081938ef522a3694515fb,Line,"Die neuen Mitglieder holen auf, besonders Polen","Indexiertes BIP pro Kopf, inflations- und kaufkraftbereinigt (EU-Schnitt = 100) ",,True,numeric,numeric,2000,2020,47.87701851,100.0,1
139,0819c8effbf081938ef522a369455499,Dotplot,Botox wird am meisten nachgefragt,Rangliste der häufigsten chirurgischen und nicht-operativen Eingriffe weltweit im Jahr 2022,,False,categorical,numeric,,,955026.0,9221419.0,3
140,0819c8effbf081938ef522a369492b8e,Line,Unerwartete Stromlücke,"Fehlende Leistung am 22. April 2024, Viertelstunden-Werte, in Megawatt",,False,categorical,numeric,22.04.2024 00:00,22.04.2024 23:45,-1400.01,-61.65,1
141,0819c8effbf081938ef522a36954ce2c,Bar,Water supplies and water shortages vary around the world,"Share of global renewable water resources compared to share of global population, in %","Sources: <a href=""https://www.cia.gov/the-world-factbook/field/total-renewable-water-resources/"">Water: CIA World Factbook (2020 estimate)</a>, <a href=""https://population.un.org/wpp/"">population: U.N. World Population Prospects 2022</a>",True,categorical,numeric,,,0.1,17.8,0
142,0819c8effbf081938ef522a36954dca0,Bar,Many developed countries are heavily dependent on energy imports,Net energy exports in millions of megatons of oil equivalents,,False,categorical,numeric,,,-810.0,669.0,0
143,0819c8effbf081938ef522a3695b1194,Line,Nach dem EU-Beitritt gab es die grössten Migrationsbewegungen,"Wanderungssaldo (Zuwanderung minus Abwanderung), Anzahl Personen",,True,numeric,numeric,2000,2020,-36134.0,79193.0,1
144,0819c8effbf081938ef522a3696884da,StackedBar,Längere Reaktions- und Bremswege mit dem E-Bike,,,True,categorical,numeric,,,1.6,25.0,2
145,0819c8effbf081938ef522a3697ae813,Bar,"Die EU-Länder exportieren mehr Autos, als sie einführen","Handel ausgewählter Produkte der EU mit China 2023, in Milliarden Euro",,True,categorical,numeric,,,1.1,56.5,0
146,0819c8effbf081938ef522a3697df98f,Line,Deutschland und Japan sind noch am stärksten abhängig von der Kohle,"Anteil der Kohle an der Stromproduktion in den G-7-Ländern, in %",,True,numeric,numeric,1985,2022,0.58605975,69.48549,1
147,0819c8effbf081938ef522a369810e8a,Bar,Die Energiewende in Zahlen,Geschätzter Investitionsbedarf in Milliarden Euro,,True,categorical,numeric,,,5.0,1214.0,0
148,0819c8effbf081938ef522a36987c57e,Bar,Chinese meat consumption has risen,"Per capita consumption of selected foods per year, in kilograms (2022)","For technical reasons, numbers are rendered in the German style, with commas instead of decimal points. Readers should thus interpret 1,2 as 1.2, for example. <br><br>Sources: <a href=”https://www.stats.gov.cn/sj/ndsj/2023/indexeh.htm”>China Statistical Yearbook 2023</a>, <a href=”https://www.bfs.admin.ch/bfs/de/home/statistiken/land-forstwirtschaft/ernaehrung.assetdetail.30607024.html”>Federal Statistical Office</a>",True,categorical,numeric,,,1.2,293.4,0
149,0819c8effbf081938ef522a36988066e,Bar,China is dependent on imported soybeans,"In millions of tons, per financial year","The figures for 2022/2023 are estimates. Import figures were calculated from the exports of the main suppliers U.S. and Brazil, as they differ from Chinese import figures.<br><br> Source: <a href=”https://www.usda.gov/oce/commodity/wasde/wasde0424.pdf”>USDA</a>",True,numeric,numeric,2022,2023,16.4,104.5,0
150,0819c8effbf081938ef522a36994376d,Bar,Erneuerbare Energien legen zu,Anteile an der Gesamtstromerzeugung in %,,True,categorical,numeric,,,1.4,49.7,0
151,0819c8effbf081938ef522a369f4febf,Bar,Grosse Unterschiede zwischen Kantonen,"Nettokosten pro Versicherten in der obligatorischen Krankenpflegeversicherung, in Franken pro Monat, 2022",,False,categorical,numeric,,,2559.0,4675.0,0
152,08e996c76bf1a7d4bec453e674564fde,Line,Wahlbeteiligung in Deutschland steigt zum dritten Mal in Folge,Wahlbeteiligung bei Europawahlen in Deutschland seit 1979,Für die gesamte EU liegt die Wahlbeteiligung für 2024 noch nicht vor.,True,numeric,numeric,1979,2024,42.6,65.7,1
153,08e996c76bf1a7d4bec453e674921c30,StackedBar,Die Schweiz schneidet schlecht ab,"Bilaterale Zusagen sowie der Anteil an EU-Hilfen der 39 tatkräftigsten Länder, gemessen an ihrer Wirtschaftskraft, in Prozent","Als Gesamthilfen zählen militärische, humanitäre und wirtschaftliche Zusagen der einzelnen Länder. Nicht berücksichtigt sind private Spenden, Hilfen für Kriegsfolgen ausserhalb der Ukraine und von Nichtregierungsorganisationen. Stand: 30.04.2024",True,categorical,numeric,,,0.0,1.64,2
154,08e996c76bf1a7d4bec453e674aa0f1e,StackedBar,In absoluten Zahlen rangiert die Schweiz im Mittelfeld der Geberländer,"Bilaterale Direkthilfe der EU und der 29 tatkräftigsten Länder, in Milliarden Franken","Als Direkthilfen zählen Zusagen der einzelnen Länder, da angekommene Lieferungen schwer nachvollziehbar sind. Nicht berücksichtigt sind private Spenden, Hilfen für Kriegsfolgen ausserhalb der Ukraine und von Nichtregierungsorganisationen. Stand: 30.04.2024",True,categorical,numeric,,,0.0,48.36,2
155,08e996c76bf1a7d4bec453e674b9e679,Bar,Muslims make up 40% of the population in Southeast Asia,"Muslim population by country, in %","Source: <a href=""https://www.statista.com/statistics/1113906/southeast-asia-muslim-population-forecasted-share-by-country/"">Statista</a>",False,categorical,numeric,,,0.1,87.2,0
156,08e996c76bf1a7d4bec453e674c16d25,StackedBar,Die Berufswahl folgt alten Rollenmustern,"Frauen- und Männeranteile in verschiedenen Berufen im Jahr 2022, in Prozent",* Berufliche Grundbildung; ** Studierende an den Fachhochschulen; *** Studierende an den universitären Hochschulen.,False,categorical,numeric,,,3.0,97.0,2
157,08e996c76bf1a7d4bec453e674c1b6c9,StackedBar,Egalitäre Erwerbsmodelle sind selten,"Aufteilung der Erwerbs- und Hausarbeit bei Paaren im Jahr 2022, Anteile in Prozent","* Jüngstes Kind im Alter von 0 bis 12 Jahren, ** andere Erwerbsmodelle.",True,categorical,numeric,,,4.0,77.0,2
158,08e996c76bf1a7d4bec453e674c1ee72,Bar,Frauen haben tiefere Renten,"Durchschnittliche Gesamtrente pro Jahr, in Franken",,False,categorical,numeric,,,17293.0,52735.0,0
159,08e996c76bf1a7d4bec453e674c29e14,Line,Zug zahlt erstmals mehr als Zürich,"Einzahlungen in den nationalen Finanzausgleich, in Millionen Franken",Nettozahlen (d. h. Abgaben an andere Kantone minus Einnahmen aus Lastenausgleich) ,True,numeric,numeric,2008,2025,178889303.0,552201054.0,1
160,08e996c76bf1a7d4bec453e674caa891,Bar,Das Schauspielhaus erhält am meisten Subventionen,Beiträge in Mio. Fr.,,False,categorical,numeric,,,2.0,40.0,0
161,08e996c76bf1a7d4bec453e674cb145c,Line,Pharmaexporte erreichen im ersten Kriegsjahr einen Höhepunkt,"Schweizer Exporte der chemisch-pharmazeutischen Industrie nach Russland, Exportwert in Franken",,False,numeric,numeric,2013,2023,949936915.0,2337608546.0,1
162,08e996c76bf1a7d4bec453e674cb9498,Area,Pharmasektor dominiert Aussenhandel mit Russland,"Schweizer Exporte nach Russland, Exportwert in Franken",,True,numeric,numeric,2013,2023,482395527.0,2337608546.0,5
163,08e996c76bf1a7d4bec453e674f87f98,Line,Der Wasserstand des Bodensees,"Pegelstand des Bodensees (Station Romanshorn) und untere Grenzen der Gefahrenstufen, in Metern","Die Messwerte sind Rohdaten, welche Fehler enthalten können.<br />Letzte Messung: 14. 8., 07.00 Uhr",True,categorical,numeric,2024-08-08 00:00,2024-08-14 07:00,396.025,397.4,1
164,08e996c76bf1a7d4bec453e674f9211e,Line,In Spanien und in der Türkei steigen die jährlichen Beschlagnahmungen,"Anzahl Drogenkonfiszierungen in ausgewählten europäischen Ländern, 2014 bis 2022 ",Der Bericht basiert auf Daten der 27 EU-Länder sowie der Türkei und Norwegen.,True,numeric,numeric,2014,2022,73017.0,435029.0,1
165,08e996c76bf1a7d4bec453e674f93b65,Line,Der Wasserstand des Bodensees (Untersee),"Pegelstand des Bodensees (Station Berlingen) und untere Grenzen der Gefahrenstufen, in Metern","Die Messwerte sind Rohdaten, welche Fehler enthalten können.<br />Letzte Messung: 14. 8., 07.00 Uhr",True,categorical,numeric,2024-08-08 00:00,2024-08-14 07:00,395.56,397.05,1
166,08e996c76bf1a7d4bec453e674faf049,Line,Der Kartoffelpreis ist in der Schweiz im letzten Jahr gestiegen,Franken pro Kilogramm,,True,numeric,numeric,2019,2023,1.74,3.33,1
167,08e996c76bf1a7d4bec453e674fc156b,Line,Das Fed wartet zu,"Geldpolitische Leitzinsen der Vereinigten Staaten, des Euro-Raums und der Schweiz",,True,categorical,numeric,2007-01,2024-6,-0.75,5.375,1
